"Hortaliças folhosas, frutosas e outras",Couve - Mingau,26,2.11,0.36,4.91,2.8
"Hortaliças folhosas, frutosas e outras",Couve,26,2.11,0.36,4.91,2.8
"Hortaliças folhosas, frutosas e outras",Couve-flor - Cru(a),23,1.84,0.45,4.11,2.3
"Hortaliças folhosas, frutosas e outras",Couve-flor - Cozido(a),23,1.84,0.45,4.11,2.3
"Hortaliças folhosas, frutosas e outras",Couve-flor - Frito(a),55.38,1.84,4.11,4.11,2.3
"Hortaliças folhosas, frutosas e outras",Couve-flor - Empanado(a)/à milanesa,137.44,4.17,9.21,10.31,02.08
"Hortaliças folhosas, frutosas e outras",Couve-flor - Refogado(a),55.38,1.84,4.11,4.11,2.3
"Hortaliças folhosas, frutosas e outras",Couve-flor - Ao vinagrete,23,1.84,0.45,4.11,2.3
"Hortaliças folhosas, frutosas e outras",Couve-flor,23,1.84,0.45,4.11,2.3
"Hortaliças folhosas, frutosas e outras",Espinafre - Cru(a),23,2.97,0.26,3.75,2.4
"Hortaliças folhosas, frutosas e outras",Espinafre - Cozido(a),23,2.97,0.26,3.75,2.4
"Hortaliças folhosas, frutosas e outras",Espinafre - Refogado(a),45.3,2.97,2.78,3.75,2.4
"Hortaliças folhosas, frutosas e outras",Espinafre - Ao vinagrete,23,2.97,0.26,3.75,2.4
"Hortaliças folhosas, frutosas e outras",Espinafre,23,2.97,0.26,3.75,2.4
"Hortaliças folhosas, frutosas e outras",Mostarda (verdura) - Cru(a),26,2.7,0.2,4.9,3.3
"Hortaliças folhosas, frutosas e outras",Mostarda (verdura) - Cozido(a),15,2.26,0.24,2.1,2
"Hortaliças folhosas, frutosas e outras",Mostarda (verdura) - Refogado(a),43.68,2.26,3.48,2.1,2
"Hortaliças folhosas, frutosas e outras",Mostarda (verdura),15,2.26,0.24,2.1,2
"Hortaliças folhosas, frutosas e outras",Repolho - Cru(a),25,1.28,0.1,5.8,2.24
"Hortaliças folhosas, frutosas e outras",Repolho - Cozido(a),23,1.27,0.06,5.51,1.9
"Hortaliças folhosas, frutosas e outras",Repolho - Frito(a),49.77,1.27,03.09,5.51,1.9
"Hortaliças folhosas, frutosas e outras",Repolho - Refogado(a),49.77,1.27,03.09,5.51,1.9
"Hortaliças folhosas, frutosas e outras",Repolho - Molho branco,23,1.27,0.06,5.51,1.9
"Hortaliças folhosas, frutosas e outras",Repolho - Ao alho e óleo,49.77,1.27,03.09,5.51,1.9
"Hortaliças folhosas, frutosas e outras",Repolho - Ao vinagrete,23,1.27,0.06,5.51,1.9
